numerical_feature_0,numerical_feature_1,numerical_feature_2,numerical_feature_3,numerical_feature_4,numerical_feature_5,categorical_feature_0,categorical_feature_1,categorical_feature_2,categorical_feature_3,target
0.4870847718261683,1.3620649569274774,0.7091747247956689,-0.4321279442327394,0.7790815942183646,-0.505344892200297,D,,C,C,1
-1.0729368102100068,0.33693433014405205,1.1309450872142315,1.9345693363185028,0.7611419814942222,1.2571027806551944,C,A,D,C,0
-0.8801142158079089,-0.9182033728509937,1.546238801920026,2.2261805562677845,-0.19367035124459564,0.9007077190419958,B,D,D,D,0
-0.8914843696709179,-0.9777782109588511,-1.3409201213536985,2.8690752610768953,2.968974097677063,-1.2516035924647442,A,A,C,B,0
0.8120505936153695,0.215220732950218,0.10517855720700675,0.6268813586389266,2.7604817071896104,-1.1262382070860628,D,B,C,B,0
0.1399941216805226,1.4948228998923268,-1.8861487306524207,0.9759668064999257,-0.0031657541385368138,-2.103500091725501,A,A,B,D,1
-0.025089026416264426,0.6141129671981066,-1.0679560006771607,-0.5093220899710974,1.1413228957301906,1.223931818468504,D,B,C,A,0
-1.2200295452383139,0.6238959430765768,-1.3979652647303913,,0.43634997923242635,0.9733659524856145,C,,B,A,0
0.622860558100055,0.5345436134561904,0.01828302375947132,-0.2833816857004395,1.907637428445717,-0.3413098462098483,D,A,B,C,1
-1.4810755293186415,0.8162218725571921,-3.0144878754582605,1.2714758192607618,1.3304995957072354,0.4078100146177539,A,D,,A,0
,-0.36389378950892304,,0.3738622494150687,,1.470432303012538,C,D,B,C,0
0.20545344460091486,-0.30755673518126164,-1.2641868601099,0.1264680177141666,0.7495160036861481,0.01193678018138795,B,D,A,D,1
0.8397597169128039,-0.9189691210547781,-2.3165375480744266,0.8871657248903432,1.732549807430638,0.44051960638091603,B,C,D,A,0
0.9117612804142561,,1.458785324218648,-1.8740970964055352,0.23743457396898515,-2.0796332822470394,D,C,C,C,0
0.2533559959848475,-1.1412362168447279,1.2504787492847103,3.2019579947422443,3.8478445049273557,1.550630593257668,C,C,D,C,0
2.130059067074815,0.2933435419272292,-3.420404236059605,-2.0002297826995967,-0.8522037411328891,-0.42306060102577947,B,A,C,B,1
-1.837093781859326,-0.9545493108244777,-2.0783713799651644,2.4475462765635942,1.6699216955173724,,A,A,B,B,0
1.3421112011659284,0.9714218648162062,0.20718040269006177,-1.3935240049286397,-0.3818286815763938,0.0007209069359758764,C,D,A,D,1
2.4261674969681755,1.9256261274619442,,-2.769056536381802,0.26517878512640947,-0.5721519329225444,A,B,A,,1
-1.4079823099718338,,-1.5874310562113823,2.2629765371443007,2.309159671255707,-1.7403678256144852,B,D,C,A,0
0.40418878587675267,-0.786806656896385,4.024433844000146,2.2047631361165614,5.104680512282947,-0.10423797949803458,D,A,D,C,0
2.195504715761332,-1.695962008377259,-1.7282890731791074,-1.3897400801311117,-0.0873696781554133,-0.13479985209347917,C,B,C,B,1
0.8067004447355455,-0.47007149958870037,-2.963166660356059,-0.08372829332009005,1.051447575439469,0.35140666884228294,B,D,C,A,0
0.46154172218056766,1.5890057587728696,-3.5636841578385705,-0.8469148899384724,-2.053123193392105,0.019576762090171933,A,A,C,B,1
-0.5106156794123615,2.722948687724303,0.2049283272289578,2.274763170861278,-1.482269673966681,-0.06510053875530415,A,A,D,B,1
0.5163128512174624,2.177052647488376,1.2050528311311697,-0.5466958124002732,1.4423808272935639,-1.299637669862416,D,B,C,C,0
-1.2799905671789478,0.9026602893824857,2.1269681009853234,3.6691452898329793,1.4053314313102157,0.7357213110188876,B,,D,D,0
-2.163994708934344,0.29953250304321183,-0.34011623630262416,1.9180203053134153,-0.9333852705401444,1.8075903221923073,A,B,C,B,0
2.3869240315048277,-0.8429055643243101,-0.7084586469733599,-1.7385462569420769,0.2634343780705951,-0.14162098301052742,C,A,A,D,1
,1.7015660700528568,0.06720675683204057,2.6633345068249867,1.6814969454163253,0.43866796255825996,B,A,D,B,0
-2.3356878864939654,,1.0725155482469821,1.843612388337455,-1.5016480071112044,-1.0798061676931627,B,D,D,C,0
0.2790183624824436,-0.24980315433531913,-3.4444596877037803,0.7363352166891695,1.8003028685152238,0.22860414557842074,A,C,C,A,0
1.836003099955974,0.47404231151220627,-1.9917688880269384,-2.2760659335110422,-0.47096597276590346,0.3176463690106352,C,B,B,B,1
2.2833160785375064,-0.44694772758266543,0.5354163330754581,-1.5542109378307185,-0.9297831376960999,0.23053712782830446,C,D,D,C,0
-3.185350539601822,1.2497575715479559,-1.502036661891009,3.7296504223650455,2.179811058409184,-1.0872606842743522,A,A,A,C,0
-2.7272023242014978,-0.01631721234602282,-0.368142649676694,0.4098201760933677,-1.5305943043588899,-1.0396290784189188,B,C,B,B,0
2.360461159990309,1.3186179262194737,0.20825999449276286,-0.7580791353008144,-0.1528262428098286,0.07486130625002908,C,C,D,C,0
0.42289891585957384,0.7142364826939283,-0.6240115647041555,-1.9240948717156698,-2.0762532234404,-1.5241469070460152,C,A,C,B,1
-1.5975189326483816,0.6301795923651136,1.9085999978772659,4.618107830165762,4.056276463604323,-1.7151199546946958,B,D,C,D,0
-2.5818306950571817,0.011095220319579394,1.016208439726761,4.667157745436718,0.18585746996616093,0.5011712644886682,A,D,D,C,0
-1.450714958453321,-1.0404099418717416,-0.0426209366141598,0.340437028974938,-1.7936077433234403,-1.634693518754396,B,B,C,C,0
1.2812182177006908,-0.6267922495600576,-2.8716189019783895,-0.507256918697153,2.374636152215456,0.6134719366917785,C,B,A,B,1
,0.37171923869004314,3.602650957645806,-1.6948250930560949,0.27258997990788947,-1.250025532784049,D,A,,D,0
2.148308024812205,0.1751749493090029,0.87136051332243,-1.0669076858773887,-0.07344443515540688,0.09315877991765241,D,C,D,D,0
0.9918120036536009,0.5146715543882295,0.9559560779558858,0.4952071440437799,2.224087378222479,0.3751690140584689,D,D,D,C,0
-1.2288985129384864,0.7170790369961638,-1.5708298979035145,1.4569049160237708,1.683900569639833,-1.2826294319269398,B,D,C,,0
2.081918460115225,-0.7186870441488834,-3.5999510360090627,-1.736557345126213,0.9176835334248146,0.3492255625444667,B,C,A,B,1
0.45930065005784315,,-0.46975425166577717,0.9449969295943628,1.8513462255720914,0.061162567850915076,C,,,C,1
-2.231351324771021,-0.5507167881185753,2.529798651441565,4.905898300062677,0.6078771267968743,0.3066983736594359,A,B,D,D,0
-1.508043787353191,,-2.9373308208728566,-1.3302823422251713,-0.761115207199802,-0.29502735211415737,B,D,A,A,0
-0.4457722879501318,0.5563090120364924,-0.1480318417885411,2.8879563293073676,-0.8281592170734329,-1.6297331652461955,A,C,D,C,1
1.0680278669765646,0.3610251451427553,0.7566367775863438,-0.952124984877331,1.0512223681841535,0.734000384813558,D,B,C,C,0
-1.2062505892280688,-0.4214865358515187,1.122460626115456,1.0648983317935508,1.1545166021218154,-1.0730552296239266,C,C,B,,0
4.277194659654786,-0.6199556973136181,0.42480827273686866,-2.6436393019889826,0.27360919584418397,-0.48466725873343997,D,C,D,C,1
-1.3824058939434747,0.7038809278242576,-1.560001447686642,2.7844487324550338,2.3072628951531913,-1.3254989679956861,A,C,B,C,0
1.4273002806056019,-0.8465118444436109,-3.9932922824249424,-1.1743904056779964,,-0.7287293926540226,A,A,A,B,1
0.08387068887202076,0.668213254436138,-2.7387605753342776,-1.0689091022561859,2.569773722416393,0.6780199154669927,D,A,A,A,1
3.1027413937878525,1.7675023957653402,-3.178162840887404,-2.764152874050112,,0.48809538137918235,C,D,D,A,1
,-0.5934206101779232,1.7154494152412247,0.37753567505717317,0.18226817625634717,0.09674391293904691,C,C,D,D,1
-1.9398092818781163,0.3641085442426688,1.9793053184279479,2.712441432087291,2.702000526800864,-1.4107996936270562,C,C,A,D,1
1.3116508092689063,0.2967484809781579,-1.0263825345776456,-0.45572363695086926,-0.2628442989387907,0.3425189711405079,B,A,C,C,1
-0.7799261328162919,-1.4360915125350566,1.1136119726066451,-0.018909167071954124,2.9698550243099726,1.9072978364265534,D,B,C,A,0
1.2398913016072282,0.7779723634666434,-0.372970544165622,-0.26593650801100427,0.8367108469754713,-3.0711509878990277,C,B,D,B,0
-2.2622385853287237,0.6803425779863251,-2.468645346225997,3.5402424630902805,2.389902473944729,-0.8763937434747587,A,A,B,B,0
2.4209992545516785,0.6285994930303792,-3.8689820890906415,-2.5108891024738464,1.3374362640300725,0.5710314643971474,C,D,C,A,1
1.4938901296370835,1.6216475959513212,-1.3027457603184474,-1.1683881833076573,-1.7118624320323512,,B,B,,B,1
-1.7107269651294295,-1.3854093918181294,0.8558979195584575,,0.015488430723626934,2.098732354050425,B,,D,C,0
-0.23193252320918434,1.2924293743370827,0.93008319290288,2.1950559152932376,1.4831989111492807,-1.0385563060358844,B,A,D,C,0
0.3743056620678227,-1.2287452557521887,-0.44685624509890587,-2.08324146503801,-0.6449787274958225,0.16238318513304686,D,A,A,,0
2.2895954267254055,0.009140675822632775,0.4611325838244109,-0.30510999266333594,0.8554749228818946,,C,A,D,C,0
2.254259913598807,1.7114017557841346,0.14006965600471982,-1.070195220733548,0.7316784901348619,0.4069067258566319,D,C,C,D,1
-2.3346638836093128,3.276399345113,-3.8053908346974152,4.088634375301096,3.0747114829897346,-0.8813146623227437,A,B,A,A,0
,,-0.3874090125759123,3.0732154112691807,-1.7744047505217397,-1.018936670392648,A,A,D,D,1
-1.2408657189115169,,1.781605063207669,3.3233678100066637,0.8185265502919408,0.7900154089781791,B,C,D,D,0
0.6118557256526477,1.247385291974663,2.288653471130571,-2.431845151960208,-1.3679881292662202,-0.17115638675036388,D,D,D,B,1
1.0748610601431263,0.49537981532848707,-0.6050989140741363,1.1882289308377212,2.6236799280333116,0.37140403442303077,,B,D,C,0
-1.9801985287325725,-0.012143411138766203,2.7943667463866717,3.0858573519143815,3.0153586527430525,0.24937028272765205,C,C,A,D,1
0.27838450759511846,-0.18340998729204272,-1.059704955034773,-0.9348406868320901,0.7312485208153647,1.2254705453144694,D,C,C,A,0
0.382187974413994,-1.7612425786366435,0.5034347455320795,1.8221096995570103,-1.9315635660242347,-2.0739060049716462,A,A,D,C,1
-1.6233765583542967,0.6961362419695681,-1.0833117293225714,3.0923838941358293,2.4546608487766988,-0.3384357848148192,A,D,C,A,0
1.058155377816807,0.09293023411398735,,-1.1729674927592366,-0.23466573031937443,-0.42867479688130566,B,C,C,A,0
4.461494221476954,-0.04352946650466633,-3.1061539449131126,-4.901354390884239,-0.22501297097983164,0.15367402056418814,D,B,C,A,1
1.1938309585576778,-1.12611397577874,-0.867746736901783,-0.1787889275023713,0.21979974427295157,-0.8351576048625073,B,C,C,C,1
-0.5646408555493516,-0.869432748036864,2.5387282942643203,1.5192119067288368,4.781310109034276,0.3985640658920073,D,D,D,B,0
-1.2535837870522135,-0.2970572078727425,3.1062591426502864,1.6842615479953997,5.608411850136866,-0.9762464514545354,D,A,C,B,0
0.5820276642523583,-2.8843243671782015,0.532885560770116,0.4250611385325769,0.36435839251183644,-0.4630639442340176,C,,D,C,0
0.5418399999223584,1.4041659401003963,0.10267565561702514,-0.953776344222651,1.0489576137113887,-0.8814249061673531,D,C,C,B,0
0.9124639020497192,-0.41760596777187864,3.932511262788378,,2.8575590172095984,0.44162864841891597,D,C,D,D,0
0.9656395876050667,1.0571791296144328,-2.2746984622779767,-1.8967959646681267,-1.3389425065047642,0.3284329905815492,C,A,C,A,1
0.4548350298702236,-1.2645851145979052,-1.5576118215439572,1.9099894789811285,,-0.21540612797099312,,A,D,C,1
-1.9270794343860684,-0.9883944384668729,-3.018107617329632,-0.34993601269853697,0.5291518176064396,,B,A,A,A,0
-0.4250046399668892,-1.6683448881087257,0.3738379078649975,3.5505643415806176,1.7686235746264252,-1.4169364084756522,A,A,D,C,0
1.6117848596022553,-0.6643822914959687,-4.682397551006465,-2.1007172377928662,2.1434024886293854,-0.653677053748058,C,A,A,A,1
-1.37461976702349,-2.173768904413992,2.748329365119792,3.0022824094579885,2.5902799126575964,1.9127268503065222,C,D,A,D,1
-0.9060534460302861,-1.475411401094023,0.1726870662075667,2.560443801151135,1.604019879358182,,B,B,D,C,0
2.9846889079590784,-0.9013697148422457,-0.7597534200780526,-1.643206597566364,1.2300681013270292,-0.7239081891542735,D,D,C,D,1
0.7126525156569067,0.1343281002678751,-1.1312054440837207,0.5250103809748318,,-0.4267063677307888,B,A,A,D,1
2.978634728653804,0.8915212184058299,-5.934988428327697,-3.323930512343418,0.5204837949152844,0.06205134882299451,B,,A,A,1
